"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Emid1",0,2.45214311403106,0.958,0.822,0,"0","Emid1"
"Cspg4",0,2.30669520712548,0.98,0.871,0,"0","Cspg4"
"Pdgfra",0,2.26112371460706,0.999,0.901,0,"0","Pdgfra"
"Pcdh15",0,2.22989315059067,0.996,0.898,0,"0","Pcdh15"
"Mmp15",0,2.37457796536213,0.976,0.878,0,"0","Mmp15"
"Gpr17",0,1.25439885287863,0.995,0.903,0,"0","Gpr17"
"Mfsd2a",0,2.33308427324198,0.915,0.827,0,"0","Mfsd2a"
"Tnr",0,1.16615871238279,0.975,0.89,0,"0","Tnr"
"Serpine2",0,2.12477167118204,0.978,0.893,0,"0","Serpine2"
"Xylt1",0,2.01839002890619,0.962,0.877,0,"0","Xylt1"
"Cspg5",0,1.69967723801393,0.995,0.914,0,"0","Cspg5"
"Gpc5",0,2.3359364161697,0.957,0.882,0,"0","Gpc5"
"Gpr37l1",0,1.64333672192405,0.947,0.872,0,"0","Gpr37l1"
"Ntrk3",0,1.62450056373713,0.949,0.882,0,"0","Ntrk3"
"Lhfpl3",0,1.52749253171289,0.945,0.885,0,"0","Lhfpl3"
"Ednrb",0,1.79465236722642,0.953,0.897,0,"0","Ednrb"
"Myt1",0,1.97222634115353,0.995,0.95,0,"0","Myt1"
"Bcan",0,1.76711733879788,1,0.958,0,"0","Bcan"
"Pid1",0,1.86140316302084,0.968,0.926,0,"0","Pid1"
"Mtss2",0,1.29477137613635,0.983,0.946,0,"0","Mtss2"
"Ptprz1",0,1.25723057003747,0.999,0.966,0,"0","Ptprz1"
"Lrp1",0,1.15138815458551,0.99,0.967,0,"0","Lrp1"
"Spry4",6.55778038899916e-307,2.39193585400174,0.933,0.793,1.31155607779983e-303,"0","Spry4"
"Cntn1",8.39267823475269e-294,1.18654194762662,0.974,0.943,1.67853564695054e-290,"0","Cntn1"
"Matn4",3.67897271780161e-289,1.60182745236637,0.904,0.84,7.35794543560322e-286,"0","Matn4"
"Plppr5",5.67898146127007e-289,1.78807409125009,0.943,0.888,1.13579629225401e-285,"0","Plppr5"
"Foxd1",5.55410978235202e-282,0.361012599182743,0.799,0.382,1.1108219564704e-278,"0","Foxd1"
"Rgcc",7.6177733200364e-263,1.98220014112609,0.889,0.829,1.52355466400728e-259,"0","Rgcc"
"Rap1gap",9.95150738051549e-262,1.0852623242592,0.982,0.927,1.9903014761031e-258,"0","Rap1gap"
"Gria3",2.9906625102005e-261,1.83004777802924,0.918,0.839,5.98132502040099e-258,"0","Gria3"
"Npas1",3.63425954716961e-260,2.32811436639096,0.885,0.798,7.26851909433923e-257,"0","Npas1"
"Spry1",1.85364105135175e-257,2.08496153141178,0.906,0.835,3.70728210270349e-254,"0","Spry1"
"Calcrl",6.48742619078931e-239,2.27459420257642,0.877,0.775,1.29748523815786e-235,"0","Calcrl"
"Rasgrf1",1.08120523407078e-238,2.48905098223386,0.866,0.717,2.16241046814156e-235,"0","Rasgrf1"
"C1ql1",1.51239695244269e-237,1.82703308165894,0.887,0.849,3.02479390488539e-234,"0","C1ql1"
"Atp1a2",7.18218198862076e-231,1.2812552200492,0.93,0.87,1.43643639772415e-227,"0","Atp1a2"
"Kcnd2",1.86877432469047e-230,1.714575066191,0.905,0.868,3.73754864938095e-227,"0","Kcnd2"
"Slc38a3",6.3204275422766e-226,1.37194507129105,0.931,0.886,1.26408550845532e-222,"0","Slc38a3"
"Cacng4",1.43089334844267e-220,1.81570961421425,0.889,0.87,2.86178669688535e-217,"0","Cacng4"
"Tmem255b",8.72367328478829e-212,2.07959820885659,0.895,0.784,1.74473465695766e-208,"0","Tmem255b"
"Sdc3",2.25294495041766e-205,1.20311218390531,0.964,0.919,4.50588990083531e-202,"0","Sdc3"
"Col19a1",8.15196439130419e-203,2.56043457697275,0.808,0.676,1.63039287826084e-199,"0","Col19a1"
"Astn2",6.43984048133586e-201,1.38668389655725,0.911,0.82,1.28796809626717e-197,"0","Astn2"
"Vxn",2.07106610493757e-195,1.67063571476878,0.88,0.875,4.14213220987515e-192,"0","Vxn"
"Tmem132d",3.29829298457628e-194,2.37356346615452,0.833,0.672,6.59658596915256e-191,"0","Tmem132d"
"Oprl1",5.50652172771406e-186,2.18873397007639,0.871,0.799,1.10130434554281e-182,"0","Oprl1"
"Fabp7",9.63035136356497e-186,1.25213390281638,0.943,0.853,1.92607027271299e-182,"0","Fabp7"
"Scn3a",1.19620520427198e-185,1.70729045598331,0.926,0.867,2.39241040854396e-182,"0","Scn3a"
"Spon1",2.19282345938708e-185,1.2699178140445,0.912,0.909,4.38564691877415e-182,"0","Spon1"
"Gria2",1.48923160075982e-184,0.725052882389262,0.997,0.978,2.97846320151965e-181,"0","Gria2"
"Kank1",1.53478121817793e-183,1.45418294702555,0.937,0.856,3.06956243635587e-180,"0","Kank1"
"Dscam",4.65966494702116e-183,1.37040430318932,0.897,0.896,9.31932989404233e-180,"0","Dscam"
"Arhgap35",1.5880801682453e-174,1.06616069766326,0.962,0.912,3.17616033649059e-171,"0","Arhgap35"
"Plppr1",7.5582303951395e-173,1.43543618496173,0.912,0.853,1.5116460790279e-169,"0","Plppr1"
"Neto1",5.47657298060225e-172,1.68154768690009,0.914,0.812,1.09531459612045e-168,"0","Neto1"
"Egr1",1.19589714475768e-169,1.55568103307016,0.88,0.778,2.39179428951537e-166,"0","Egr1"
"Lrrc10b",8.98742476469045e-167,0.313580072169919,0.811,0.529,1.79748495293809e-163,"0","Lrrc10b"
"Plpp4",1.38221672236087e-164,1.94490328519995,0.85,0.799,2.76443344472173e-161,"0","Plpp4"
"Lrrtm4",2.57604711496491e-162,1.50118546803824,0.903,0.872,5.15209422992982e-159,"0","Lrrtm4"
"Adamts16",2.17902670267447e-153,1.10851184217904,0.837,0.629,4.35805340534893e-150,"0","Adamts16"
"Frzb",3.21634354159375e-150,2.16258634026211,0.751,0.555,6.43268708318749e-147,"0","Frzb"
"Nkain3",1.42934530292281e-148,1.7991988942892,0.859,0.756,2.85869060584562e-145,"0","Nkain3"
"Dusp6",8.50691578371483e-147,1.84189537247769,0.884,0.799,1.70138315674297e-143,"0","Dusp6"
"Prkcb",1.06149169150252e-142,1.44669887664113,0.878,0.801,2.12298338300505e-139,"0","Prkcb"
"Ptprn",4.32773333464181e-141,1.644539998637,0.875,0.799,8.65546666928362e-138,"0","Ptprn"
"Igfbp4",2.22539326240991e-138,1.77176144025192,0.815,0.559,4.45078652481981e-135,"0","Igfbp4"
"Adgrb1",7.09815008123313e-138,0.812784210950512,0.97,0.916,1.41963001624663e-134,"0","Adgrb1"
"Ppfibp1",3.26918290670185e-134,1.33859612161409,0.901,0.856,6.53836581340369e-131,"0","Ppfibp1"
"Grin3a",1.39813357313402e-127,1.35395318398321,0.856,0.88,2.79626714626805e-124,"0","Grin3a"
"Gsap",1.50805663769999e-120,1.61489718968019,0.855,0.823,3.01611327539998e-117,"0","Gsap"
"Hes5",2.68483932676167e-120,2.08034717961587,0.824,0.815,5.36967865352335e-117,"0","Hes5"
"Nxph1",2.64962797055359e-119,1.92034020220379,0.81,0.776,5.29925594110717e-116,"0","Nxph1"
"Megf11",8.18459430416351e-119,1.72611275611565,0.795,0.802,1.6369188608327e-115,"0","Megf11"
"Cnmd",4.08423959924145e-118,0.678349388867654,0.72,0.404,8.16847919848289e-115,"0","Cnmd"
"Ugt8a",1.39529562715954e-117,0.916466124432385,0.877,0.8,2.79059125431907e-114,"0","Ugt8a"
"Car8",3.25399823134228e-116,1.5820620646223,0.831,0.801,6.50799646268455e-113,"0","Car8"
"Ctnnd2",5.6906130711348e-114,1.4795162918873,0.896,0.856,1.13812261422696e-110,"0","Ctnnd2"
"Rxrg",1.32901195663239e-111,1.59327670243286,0.781,0.689,2.65802391326478e-108,"0","Rxrg"
"Shisa6",4.72425965474501e-109,1.64826167316483,0.846,0.776,9.44851930949003e-106,"0","Shisa6"
"Ccn1",4.02820766093513e-107,2.51970003417493,0.74,0.622,8.05641532187025e-104,"0","Ccn1"
"Ttyh1",5.31384671230638e-106,0.978307244193983,0.923,0.855,1.06276934246128e-102,"0","Ttyh1"
"Gm2a",2.06498810928725e-104,1.77761337718323,0.764,0.793,4.12997621857451e-101,"0","Gm2a"
"Sez6l",5.75922271695546e-104,1.09566975207141,0.874,0.877,1.15184454339109e-100,"0","Sez6l"
"Shisa7",3.94230612165016e-102,1.5683129283494,0.826,0.826,7.88461224330032e-99,"0","Shisa7"
"Cacna1c",6.38067947911335e-101,1.2373613385643,0.884,0.892,1.27613589582267e-97,"0","Cacna1c"
"Slc1a1",4.80610195951805e-99,1.17640367436981,0.866,0.825,9.6122039190361e-96,"0","Slc1a1"
"Mmp16",1.66370010577533e-95,1.19805370249122,0.882,0.881,3.32740021155066e-92,"0","Mmp16"
"Nptx2",1.9244761656767e-95,1.65702186297811,0.799,0.685,3.8489523313534e-92,"0","Nptx2"
"Unc80",7.97522183197237e-92,1.71323716203037,0.828,0.74,1.59504436639447e-88,"0","Unc80"
"Agap2",9.05351588314253e-89,0.939839605858529,0.899,0.868,1.81070317662851e-85,"0","Agap2"
"Olfm2",3.30618733336999e-85,1.25692400358473,0.833,0.839,6.61237466673997e-82,"0","Olfm2"
"Resp18",6.02626612130057e-85,2.07988697409127,0.706,0.612,1.20525322426011e-81,"0","Resp18"
"Lsamp",1.25676591656403e-84,0.970864116068753,0.897,0.884,2.51353183312805e-81,"0","Lsamp"
"Brinp1",9.84414511444889e-82,1.21061490773553,0.844,0.827,1.96882902288978e-78,"0","Brinp1"
"Brinp3",5.35584726214668e-81,1.4647667860914,0.8,0.84,1.07116945242934e-77,"0","Brinp3"
"Csmd1",6.94976884961218e-80,1.54951221664364,0.818,0.783,1.38995376992244e-76,"0","Csmd1"
"Slc1a3",3.21734742593149e-78,0.624800114202721,0.934,0.898,6.43469485186297e-75,"0","Slc1a3"
"Slitrk5",6.90038439077588e-77,1.29849387775675,0.864,0.802,1.38007687815517e-73,"0","Slitrk5"
"Plpp3",9.41525361327064e-77,1.02341324712776,0.867,0.812,1.88305072265413e-73,"0","Plpp3"
"Col11a2",4.81676648068124e-76,0.873286290687733,0.816,0.702,9.63353296136248e-73,"0","Col11a2"
"Susd4",3.41449614650546e-74,1.48205860299976,0.835,0.841,6.82899229301092e-71,"0","Susd4"
"Gpm6a",3.5232520137433e-73,0.449420453553046,0.988,0.964,7.0465040274866e-70,"0","Gpm6a"
"Vsir",4.95090127055548e-71,1.71578786147998,0.678,0.52,9.90180254111095e-68,"0","Vsir"
"Vegfd",1.12791418896364e-70,1.18134869562234,0.78,0.566,2.25582837792728e-67,"0","Vegfd"
"Etv4",5.78841465805591e-68,1.76688768050852,0.712,0.748,1.15768293161118e-64,"0","Etv4"
"Igsf9b",5.27259208723891e-67,0.778918251865525,0.916,0.898,1.05451841744778e-63,"0","Igsf9b"
